id,type,text1,text2,text3,notes
hmi_onslaught_p,SHIP,"A modification of a Onslaught-class battleship stolen from Agreus, this vessel has undergone considerable modification during its career. First the primary missile mounts have been replaced with flight decks, reinforcement has been added to the underlying super structure, and the Thermal Pulse Cannons have been tweaked to have a higher damage output and larger magazines. What makes this vessel particularly dangerous is its movement system which, after a brief period of preparation, accelerates the ship at high speed towards the enemy - a feature which catches other captains by complete surprise. 

When first launched from orbital dock, they must have surely dwarfed any other ship in existence and intimidated entire systems. Some even say that they were built to combat non-humans in a long forgotten war. Much later, Domain engineers made modifications to the blueprints to include a shield system, upgraded the FTL drives, and reduced the necessary crew complement through automation and iterative engineering. Even though more advanced blueprints are available, the Onslaught remains the easiest to manufacture due to the brutal simplicity of its systems. 

A ship designed without shields in mind, built to be able to withstand a heavy barrage of enemy fire and strike back while protecting its crew is much loved by its officers and crew. And strike back it can; the Onslaught's unmatched ballistic potential can devastate entire fleets in minutes, its only drawback a logistical dependency on ammunition. 

The Onslaught-class proudly serves as the backbone of the Hegemony Navy.",,,
hmi_locomotive_lp,SHIP,"This vessel was seized by the Gentle Family late in their 'Divine Journey' across the sector. It was modified haphazardly to accommodate Daniel's closest, most fanatical and excessively devoted followers, with ample space and facilities for personnel, food and fuel - it even contains a pool and theatre for usage by Daniel's most favourite believers. These modifications make the ship a colony almost in and of itself. Further, the ship has been overhauled with additional weapon mounts, and the ships engines have been thrown into a dangerous overdrive, accelerating the ship incredibly quickly to help its Blessed crew bring Swift Divine Absolution to those who would deny the teachings of The Lord.

The Locomotive is a design bourne forth from a very simple mindset often observed in Hazard Mining Incorporated: if we strap engines onto it, can we make it work like a space ship? The Locomotive is the logical conclusion of this reasoning, as after cargo holds with engines to colonial buildings with engines, the only remaining option is an orbital station with engines. However, applying propulsion to a station is fraught with problems. The first is integrating engines into the station; if a force strong enough to move the station is applied, often what occurs is half the station is pushed into the other half, crumpling the would-be vessel. This means the underlying structure has to be strengthened. However to move the now-reinforced and thus heavier vessel, gigantic engines are required which hungrily consume large quantities of energy and fuel. The energy demands are so great that the shield system needs to be removed to just to move the vessel. Combined with the high cost and difficulty of even acquiring a station to begin with, these ships are incredibly rare, almost to the point where they aren't recognised as having a ship class by the Hegemony. Only a handful of these titanic vessels exist, used as flagships by the oldest and richest Company Executives, as well as occasionally the lucky Scavenger or Pirate Warlord.",,,
,,,,,
# DOMAIN DOMAIN DOMAIN,,,,,
sifter_drone,SHIP,"A small automated craft used primarily for sensing and resource collection to fuel the Exploratorium, these drones bear Guaze Accelerators to drive sensors into asteroids and planets to acquire geological composition. In a pinch, they can fire these sensors into vessels, although it lacks punch against shields or armour.",,,
embrasure,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Embrasure is a rarely seen utility vessel of the automated Exploratorium fleet. This platform acts as a resource gathering point, using small Sifter drones to grab raw materials and scavenged parts back to the Embrasure, before taking it back to primary storage and construction facilities. Normally these vessel remain inactive outside of standard function, however certain protocols can be activated which can bring these ships to bear to bulk out defense fleets in times of exceptional need.",,,
hmi_sapper,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Sapper is a rarely seen utility vessel of the automated Exploratorium fleet. This ship is primarily focused on mining, with an eye towards breaking up asteroids and terrestial deposits for later acquisition by Embrasure class craft. In times of stress, these ships can also be outfitted as combat vessels with relative ease by automated systems, however their deployment represents the activation of dire straits by the automated systems.",,,
barbican,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Barbican class was a design that uses parts from the larger Rampart and Berserker classes. The craft was used to equip smaller autonomous fleets with heavier ordinance, with the intention to bring heavier firepower without having to make an entirely new design, and to efficiently use resources without having to waste them on a larger ship. For the most part the Barbican executes its function very efficiently, if only somewhat adequately.",,,
bracket,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
A rather logical conclusion, the Bracket is an up-armoured version of the ""Bastillon"" war drone. Bigger, meaner and very heavily armed, this vessel was arguably less lucrative than its smaller cousin - after all, it had a nasty tendancy to not die, and thus not need replacement by clients.",,,
outworks,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

Anomaly 12-4C, also known as the Outworks, is something of an oddity that can occassionally coalesce as a consequence of Rampart and Berserker hulls being cannabalised and reassembled by autonomous construction units. The ship itself is simply a commonly observed amalgamation of the modular parts of both hulls being put together into a functional unit. During the Domain's heydey protocols often caught these ships mid construction, causing them to be disassembled and reconstructed properly. However, after many cycles alone on the frontier, autonomous systems can become corrupted, and these ships can emerge in Domain wardrone hangars - and despite their anomalous origins, due to the robustness of the modular construction of Huan-Gogel, these ships are still incredibly dangerous.",,,
hmi_obj_361,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defenses, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone.

Designed to be created from existing Exploratorium autfactories with no alteration to existing infrastructure, the Object 361 is a flexible craft with heavy ballistic armament supported by ample missile mounts. Surprisingly quick for its size and mass, this aggressive ship can perform close support or assault roles admirably. While the forward facing firepower is considerable, the mounts dedicated for point defense are awkward, and no mounts point over the engines. Nevertheless, this craft is still a considerable danger to an unsuspecting scavenger.",,,
hmi_obj_440,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defenses, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone.

The Object 440 was designed to observe if, using existing Exploratorium autofactory infrastructure, a capital grade Expansion Era shield generator could be produced on an autonomous drone. While the answer to this question was affirmative, the produced hull ended up being dedicated almost solely to the shield generator, with very little left aside for actual aggressive interactions with the enemy. Nevertheless, the vessel can block a staggering amount of punishment against its shield, providing ample support for other craft.",,,
hmi_obj_108,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Traditionally only small and relatively light craft were employed by frontier garrisons, using large numerical mass to grind down resistance. However, there were rumours that advanced automated warship designs were created and quietly tested by Huan-Gogel on the frontier, for a possible future when the ban on automated drones was rescinded. Since the collapse these designs occassionally appear in Exploratorium defenses, either as an existing prototype or a design selected from a database via glitch. Incredibly rare, these ships are a distinct cut above the standard Exploratorium war drone.

On seeing some tests with some chronological altering technology, and percieving it as a possible long-term threat to Exploratorium activities, Huan-Gogel sought out a design that could use their existing war drone infrastructure to compete. Their solution was to integrate components in such a way that they could temporarily be accelerated and overcharged, giving the ship a very short burst of above-average speed. This system, however, could only function for very short periods of time, couldn't be integrated on larger vessels, and required a vent discharge cavity that would run through the drone's structure. The result was the Object 108; relatively underarmed for its size, it moves in quick bursts to flank enemies and can punch well above its size. These features have given it an almost terrifying reputation as the 'Slendership' due to its unsettling movement profile and fearsome strike ability.",,,
,,,,,
# REMNANT REMNANT REMNANT,,,,,
,,,,,
aureole,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

Designed to counter massed fighter threats, the Aureole possesses a strong weapon complement and an EMP Emitter device to swat both enemy fighters and any missile that comes in its range. It often wields highly effective and dangerous loadout composed of torpedoes and similar missiles, making it a fearsome ship killer that is despised by captains unlucky enough to be attacked by the calculating artificial intelligence controlling it.",,,
revelio,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Revelio is a comparatively sluggish but heavily armed defence asset, created by the Tri-Tachyon Corporation to provide fire support for security fleets. Even though Revelio isn't the most maneuverable, it comes with advanced targeting subsystems and hi-end sensor suite which ensure that even if it is lagging behind its fleet, it still poses a considerable threat with its heavy energy weaponry.",,,
ecstacy,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

A rather rare vessel, the Ecstacy-class cruiser is a ridiculously expensive but very effective option in the Tri-Tachyon product catalogue. Its exorbitant cost reflects its excellence in combat situations - oppressive energy weapon mountings, two autonomous bays for drone fighters, stunning performance statistics and frightening mobility make it a considerable threat on the battlefield. Even though it was designed for Tri-Tachyon's shareholders as a technology showcase model never meant for actual production and use in combat, the artificial intelligence in control of manufacturing such a ship clearly did not care about human concepts such as money or financial viability. A technological marvel and mechanical horror, this vessel is capable of singlehandedly destroying small fleets if not pressured and destroyed as soon as possible.",,,
hmi_coelum,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Coelum was a proposed heavy cruiser option for Tri-Tachyon Autonomous Security forces. This ship, however, was stuck in the conceptual stage for a very long time due to issues with the design requirements imposed on the engineers. Specifcally, the vessel to bear an oversized weapon layout and rely on autonomous point defense drones to reduce stressing the ship's shield - implementing both simultaneously proved to be difficult for Tri-Tachyon designers. The First AI War left halted progress on the design - at least in the hands of human engineers. It appears that the concept was refined and finally completed by fiendishly inventive artificial intelligence which managed to produce a uniquely terrifying craft. Bearing astounding forward-facing firepower, a High-Intensity Focus enhancement system, and two defense drones each with miniaturised EMP Emitter, the Coelum is a terrifying vessel to face  in any situation.",,,
scandunt,SHIP,"The built-in drone of the Coelum, the Scandunt is a drone with a tactical laser for pressuring targets, and a miniaturised EMP emitter. While not as terrifying as the Omen's own emitter, the system is able to quite adequately deal with incoming fighters and missiles.",,,
puer_chorum,SHIP,"This aggressive attack craft can demolish enemy fighters and cripple ships with startling efficiency. However, the craft lacks a shield generator and armour as everything is slavishly devoted to the attached assault weapon.",,,
hmi_auctor,SHIP,"A light craft, the Auctor is a somewhat slow bomber bearing a single Messenger Rocket. Primarily used to pressure enemy ships, the fragile craft is very vulnerable to interception.",,,
,,,,,
# MESS MESS MESS,,,,,
mess_wolf,SHIP,"A Wolf frigate infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_lasher,SHIP,"A Lasher frigate infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_cerberus,SHIP,"A Cerberus frigate infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. The larger frame of the cerberus enables a swarm of nanite feeder drones to use the destroyer as a hive.",,,
mess_hammerhead,SHIP,"A Hammerhead destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. The larger frame of the hammerhead enables a large weapon to be installed and used by the ship, if crudely.",,,
mess_hammerhead_drone,SHIP,"A Hammerhead destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. The larger frame of the hammerhead enables a large swarm of nanite feeder drones to use the destroyer as a hive.",,,
mess_enforcer,SHIP,"An Enforcer destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. A brute force weapon, this should not be underestimated.",,,
mess_dominator,SHIP,"A Dominator cruiser infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. A combination assault carrier and brute force weapon, this should not be underestimated.",,,
mess_venture,SHIP,"A Venture cruiser infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic. A combination assault carrier and brute force weapon, this should not be underestimated.",,,
mess_dram,SHIP,"For reasons unknown, The Mess uses fuel lines to encapsulate the central processing circutry. Naturally, fuel ships such as the Dram quickly become overfull with The Mess, turning an otherwise civilian ship into a horrifying drone carrier.",,,
mess_phaeton,SHIP,"For reasons unknown, The Mess uses fuel lines to encapsulate the central processing circutry. Naturally, fuel ships such as the Phaeton quickly become overfull with The Mess, turning an otherwise civilian ship into a horrifying drone carrier.",,,
,,,,,
mess_spark,SHIP,"A strange derivative of the Spark fighter, this craft appears to be the most streamlined version that the Mess could cultivate. With an additional burst PD, this craft is a menace to just about everything on the field of battle. Bizarrely, it is possible for carrier manufactories to safely create these craft if a LPC is located and installed.",,,
mess_lux,SHIP,"Replacing the IR laser with a pulse laser, this version of the Lux packs a considerable amount of punch. Particularly dangerous to frigates and fighters, this craft is a powerful weapon in Mess fleets. Bizarrely, it is possible for carrier manufactories to safely create these craft if a LPC is located and installed.",,,
mess_flash,SHIP,"This terrifying analogue of the Flash Bomber possesses two sabot missiles in addition to its proximity charge launcher. Able to demolish shields and follow up with a sustained barrage, this craft is particularly dangerous object in the Mess arsenal. Bizarrely, it is possible for carrier manufactories to safely create these craft if a LPC is located and installed.",,,
mess_lumen,SHIP,"A Lumen frigate infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_glimmer,SHIP,"A Glimmer frigate infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_aureole,SHIP,"An Aureole destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_fulgent,SHIP,"A Fulgent destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_revelio,SHIP,"A Revelio destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_scintilla,SHIP,"A Scintilla destroyer infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess ecstacy,SHIP,"An Ecstacy cruiser infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_brilliant,SHIP,"A Brilliant cruiser infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
mess_hmi_coelum,SHIP,"A Coelum cruiser infected with a Mess nanite colony. Due to the versatility of the Mess, the weapon slots have a high degree of modularity, although the weapon layouts tend to be very basic.",,,
scandunt_mess,SHIP,"The built-in drone of the Coelum, this mess infected Scandunt's tactical laser taps into the EMP emitter to produce a bastardised ion cannon. With surprisingly long range, this craft can cripple just about any small craft that encounters it.",,,
,,,,,
mess_remnant_station2,SHIP,"A hulking structure, this Remnant station has been completely overcome by the Mess. How is a complete mystery; did the station's manufactory glitch, producing the nanite mass? Was this a secret isolation facility for nanite mass which broke containment? Or was this station infected later as a part of a horrifyingly unknown method of transmission? Regardless of how this station came to be overcome, it has not yet established itself thoroughly in the system. It lacks the intense magnetic and nanite swarm field surrounding the station, which means this station is considerably more vulnerable than the Mess object in Opuntia, and might actually be destroyable - with considerable investment of capital-grade firepower, of course.",,,
,,,,,
hmi_limina,SHIP,"An AI-designed ship, this vessel is fast, aggressive in its loadout, and possesses a unique hull repair system that regenerates hull when actively venting. However, the shield generator is substandard, the hull fragile, and armour nearly nonexistant. The Limina has the potential to be an incredibly dangerous ship that rewards high-risk piloting in the hands of an experienced captain.

Discovered buried in the wreckage of the Mess-Infested Remnant station, this ship is unusual in a variety of ways. The ship itself appears to be based on a Coelum class, except far lighter and faster. Further, the vessel utilises nanomachine Deep Dream generators to repair hull on the process of actively venting flux, enabling it regenerate terrifying amounts of damage on retreating from high-intensity combat situations. The strangest thing of all is the craft possesses all the utilities and interfaces necessary for a human crew to run and maintain the vessel.

Data extracted from the ship's computers indicate that this vessel exists due to the Mess-afflicted AI becoming glitched, and attempting to finish the Coelum project to satisfy an urgent demand by Tri-Tachyon Security. On completion, the AI stored the finished ship, and the ship was then consumed by the Mess, causing the degraded AI to note that it was behind on the demand by Tri-Tachyon Security, and attempt the project again, building on what had already been made before. It is unclear how many times this may have happened, with the craft being consumed and remade over and over again, but the product of this aggressive and repetitive AI-enforced engineering evolution is the Limina. Nimble and terrifying, it is let down by an incredibly bad shield efficiency and poor hull integrity, both of which are a product of the nanite Deep Dream generators aboard - shields interfere with the nanite regeneration procedure, and rapidly nanite-repaired hull tends to be less structural stable than standard reinforced hull.",,,
,,,,,
# DOMRES DOMRES DOMRES,,,,,
domres_sifter_drone,SHIP,"A small automated craft used primarily for sensing and resource collection to fuel the Domain Resurgent, these drones each bear two Guaze Accelerators to drive sensors into asteroids and planets to acquire geological composition. These drones have also been altered to fire these sensors into vessels, although it lacks punch against shields or armour.",,,
domres_talon,SHIP,"Bearing a Pummerer Carbine, this pilot-less interceptor bears considerably more firepower than its small silhuoette would imply. Complicated engineering of the automous pilot system and the oversized weapon inhibit rapid replacement, a key drawback for interceptor craft.",,,
domres_warthog,SHIP,"Apparently designed to destroy frigates and destroyers, this Warthog analogue replaces the light mortars with assault guns. Hardy and pilotless, this craft is let down by a slow replacement time due to the complexity of the craft.",,,
domres_broadsword,SHIP,"A Broadsword that is focused more on shield breaking than point defence and harassment, this craft is armed with two autocannons. Combined with being autonomous, this fighter is brilliant at fighting lighter craft and supplying support for larger craft. Let down by a slow replacement time.",,,
domres_bastillon,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.
  
The Bastillon was a hopeful project of Huan-Gogel to up-size its popular ""Defender""-class specialized point-defense war drone. It is bigger, tougher, more heavily armed - and rather more lucrative per-unit to the HGA bottom-line.",,,
domres_berserker,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Berserker is a considerably up-sized, up-armed, and up-armoured cousin of the Warden-class for use against heavier opposition. As an automated drone the Berserker's combat algorithms make little consideration for its own survival, instead pursuing and attacking its target relentlessly until either it or the target is destroyed.",,,
domres_defender,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Defender was one of the most commonly seen war drones used by the Domain as it was deployed to harden frontier convoys and vulnerable outposts in a point defense role.",,,
domres_sentry,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Sentry war drone is packed with missiles and provided cheap, automated fire support to thinly-stretched frontier patrols.",,,
domres_warden,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Warden was feared and hated by pirates on the frontier of the Domain for the relatively heavy firepower it would unleash upon unshielded craft. Often denigrated in Luddic propaganda as a ""murdering machine"" for the merciless aggression it displayed when activated.",,,
domres_bracket,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

A rather logical conclusion, the Bracket is an up-armoured version of the ""Bastillon"" war drone. Bigger, meaner and very heavily armed, this vessel was arguably less lucrative than its smaller cousin - after all, it had a nasty tendancy to not die, and thus not need replacement by clients.",,,
domres_picket,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Picket was feared and hated by pirates on the frontier of the Domain for the relatively heavy firepower it would unleash upon unshielded craft. Often denigrated in Luddic propaganda as a ""murdering machine"" for the merciless aggression it displayed when activated.",,,
domres_embrasure,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Embrasure is a rarely seen utility vessel of the automated Exploratorium fleet. This platform acts as a resource gathering point, using small Sifter drones to grab raw materials and scavenged parts back to the Embrasure, before taking it back to primary storage and construction facilities. Normally these vessel remain inactive outside of standard function, however certain protocols can be activated which can bring these ships to bear to bulk out defense fleets in times of exceptional need.",,,
domres_hmi_sapper,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Sapper is a rarely seen utility vessel of the automated Exploratorium fleet. This ship is primarily focused on mining, with an eye towards breaking up asteroids and terrestial deposits for later acquisition by Embrasure class craft. In times of stress, these ships can also be outfitted as combat vessels with relative ease by automated systems, however their deployment represents the activation of dire straits by the automated systems.",,,
domres_barbican,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

The Hornworks class was a design that uses parts from the larger Rampart and Berserker classes. The craft was used to equip smaller autonomous fleets with heavier ordinance, with the intention to bring heavier firepower without having to make an entirely new design, and to efficiently use resources without having to waste them on a larger ship. For the most part the Hornworks executes its function very efficiently, if only somewhat adequately.",,,
domres_outworks,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

Anomaly 12-4C, also known as the Outworks, is something of an oddity that can occassionally coalesce as a consequence of Rampart and Berserker hulls being cannabalised and reassembled by autonomous construction units. The ship itself is simply a commonly observed amalgamation of the modular parts of both hulls being put together into a functional unit. During the Domain's heydey protocols often caught these ships mid construction, causing them to be disassembled and reconstructed properly. However, after many cycles alone on the frontier, autonomous systems can become corrupted, and these ships can emerge in Domain wardrone hangars - and despite their anomalous origins, due to the robustness of the modular construction of Huan-Gogel, these ships are still incredibly dangerous.",,,
domres_rampart,SHIP,"Unlike the standard Domain war-drone, this vessel bears the colours and markings of 'The Domain Resurgent'. Exactly what this organisation is or where it comes from in unclear, however it appears that a large part of its military power was derived from altered versions of automated defense systems, bearing considerably greater combat power than expected of a Domain war-drone.

Little more than an artillery platform with engines, the Rampart was attached to drone units to provide the heavy firepower necessary to meet cruiser and capital class hulls in the line of combat or to crack armoured orbital fortresses. In either role, heavy losses were anticipated, so the Rampart was designed with highly modular components which allowed badly damaged hulls to be rapidly cannibalized to repair lightly damaged hulls up to combat capacity without the need for shipyard facilities.",,,
domres_centurion,SHIP,"Designed for area denial and defense by the Domain Resurgent, this Centurion analogue possesses a Domain-era targeting supercomputer that increases the range and tracking ability of the craft's weapons. While sluggish for a frigate, this ship performs its role of a very effective escort vessel for larger ships with flying colors, being able to both deal and withstand crippling damage.",,,
domres_hammerhead,SHIP,"A midline destroyer from the golden age of the Domain, the Hammerhead is respected for its staying power in battle as well as its ballistic capabilities. This one has a number of refinements from the lost age of the Domain implanted into the structure by the Domain Resurgent. Modifications cause Accelerated Ammo Feeder system to be always active, although with considerably lower efficiency. Ship now bears a Damper Field system, causing it to become incredibly sturdy and effective assault vessel, no doubt useful in most fleets.",,,
domres_eagle,SHIP,"The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past. This particular model is straight from that past, designed and constructed by the Domain Resurgent back in its heyday. Instead of being developed for tactical strikes against the enemy, this vessel is designed for a more straightforward assault against formations. With more resilient weapons and engines, this ship can remain combat effective even after taking crippling damage. In almost every other regard, this vessel is identical underneath the added armour to the base Eagle.",,,
domres_mora,SHIP,"Seeing widespread use on the frontier of the Domain as mining vessels and stop-gap colony ships, the Domain Resurgent has taken the chassis and made various alterations to the fighter manufactory. The fighters produced by this ship are much better constructed, hardier and possess improved weapon systems. Combined with the ship's thick armour, solid strutcure and existing Damper Field, the Mora (DomRes) is a frustratingly stubborn ship to dispose of.",,,
,,,,,
station_domres_base,SHIP,"A giant hulk of a vessel which bears the markings of the 'Domain Resurgent'. For all appearances this vessel is reminiscent of a Domain-era Survey Mothership, except with considerably more defensive structures. However a lot of the structure has been torn away by previous engagements, with various scoring from ship weaponry and fighter fire. Exactly what happened to this vessel is unclear, however after slumbering for Ludd-knows how long its defensive protocol is still active, painting your vessel with target finders and scans as you approach.",,,
,,,,,
hmi_spookyboi_base,SHIP,"Your sensors give conflicting information of the identity of the object, with the onboard AI struggling to make sense of the conflicting noise of input. Your comms - despite being turned off - are screaming, crying and laughing. The bridge is filled with shadows and darkness, and it feels like the walls are closing in. Internal comms are now lighting up, with many reports of boarding troops and hull breaches and fuel explosions - despite nothing on your console suggesting anything of the sort. A dull, throbbing whine emits from the comms, causing your breathe to quicken, your body to sweat, your head to pound, your vision to narrow. You have no idea what this  T H I N G  is, but you're quite sure of one thing - it is going to kill you, your crew, your fleet, and everything you love.",,,
,,,,,
#FACTIONS,,,,,
